Time,Download (Mbps),Upload (Mbps)
11/16/2022 05:46:58 PM,56.98781064696803,4.945489684508031
11/16/2022 06:07:58 PM,64.264793769653,6.4447410427729945
11/16/2022 06:39:58 PM,69.5809519893177,4.484222889425491
11/16/2022 09:39:54 PM,62.70144518099072,0.6697790157401999
11/16/2022 10:23:14 PM,5.283030277097661,0.6636486083035582
11/16/2022 10:30:49 PM,5.0316784078170755,0.5956229499762946
11/16/2022 10:33:50 PM,5.076557969311089,0.6643681558826109
11/16/2022 10:45:35 PM,5.367827219692395,0.6936550944776314
11/17/2022 12:03:55 AM,4.937425661110524,0.6936704915852312
11/17/2022 12:30:11 AM,5.540238546591561,0.6955231202600933
11/17/2022 12:33:05 AM,5.407808188838125,0.6959258282241677
11/17/2022 12:47:07 AM,5.469033298220697,0.6972767485475981
11/17/2022 12:50:03 AM,5.393420775974913,0.6782833615437729
11/17/2022 01:12:22 AM,5.46017850737061,0.683236391622166
11/17/2022 01:15:16 AM,5.429452115023873,0.7025437101840352
11/17/2022 01:47:31 AM,5.4095917399985245,0.6933780633771078
11/17/2022 02:23:32 AM,5.507093843730566,0.690818341543565
11/17/2022 02:55:09 AM,57.77246510032045,4.690866003663502
11/17/2022 03:15:59 AM,5.324973319805232,0.6928861096272062
11/17/2022 03:42:18 AM,63.42886570866612,4.079173647879683
11/17/2022 05:27:14 AM,64.85384921218576,6.860713351571076
11/17/2022 05:31:50 AM,62.10788588926017,1.4038250445355667
11/17/2022 05:33:04 AM,59.50640122305435,5.75728616735561
11/17/2022 05:37:10 AM,66.50328363741275,1.0254150582886945
11/17/2022 05:40:14 AM,65.66821055807125,5.865343340166338
11/17/2022 05:43:44 AM,65.13480451563206,1.5927093071915932
11/17/2022 05:45:00 AM,54.60756916110799,3.9814688898466364
11/17/2022 05:46:14 AM,53.9382387169808,6.647638654840726
11/17/2022 05:47:52 AM,55.73784631087451,1.0281815264988567
11/17/2022 05:49:47 AM,59.203743563019124,0.677195685882208
11/17/2022 05:55:33 AM,48.63164649819428,5.181653012171489
11/17/2022 05:57:24 AM,67.86661971348533,0.7256263337684596
11/17/2022 06:01:09 AM,56.65674627360678,1.0116392902918732
11/17/2022 06:02:35 AM,53.403406395826785,1.9383791909444392
11/17/2022 06:04:00 AM,51.35147531188296,1.980640722297265
11/17/2022 06:10:09 AM,64.6215646519702,0.6661951718520167
11/17/2022 06:13:52 AM,65.51322022814117,1.4334456821433077
11/17/2022 06:25:06 AM,62.72324300653599,5.236352097253058
11/17/2022 06:29:26 AM,57.76321706684834,1.0004657867974853
11/17/2022 06:33:17 AM,60.271724906731514,1.0135094154636521
11/17/2022 06:34:58 AM,39.58824103308849,1.0643920066895862
11/17/2022 06:36:23 AM,66.49102948527761,1.7346960486486955
11/17/2022 06:38:03 AM,64.56375326831304,0.9808094067041069
11/17/2022 06:41:06 AM,63.462331518923946,1.710952604237955
11/17/2022 06:46:33 AM,59.663825564914276,2.038522460300473
11/17/2022 06:47:56 AM,63.518186413765456,1.90796442495917
11/17/2022 06:49:30 AM,62.865299131812115,2.646333247218753
11/17/2022 06:50:50 AM,62.15067464977636,2.62411195872082
11/17/2022 06:52:15 AM,59.94133173033249,1.916388625523165
11/17/2022 06:53:54 AM,62.614405173798644,1.1206537085421449
11/17/2022 06:55:18 AM,52.77081266694963,1.9914956230184966
11/17/2022 06:56:45 AM,62.70144518099072,1.657326544145431
11/17/2022 06:57:59 AM,59.742850499437345,4.935336278649124
11/17/2022 06:59:35 AM,50.061989042258816,1.128300874333186
11/17/2022 07:01:07 AM,58.135462706074044,1.3147054823898296
11/17/2022 07:02:44 AM,63.798942188225176,1.2448434240123587
11/17/2022 07:04:03 AM,63.979932095142125,2.8268249042429896
11/17/2022 07:05:27 AM,60.60578048649674,2.1649150894635434
11/17/2022 07:06:59 AM,68.36809719905297,1.4990429949827913
11/17/2022 07:08:27 AM,54.94013657378221,1.5984118109767405
11/17/2022 07:09:59 AM,62.625271957063795,1.2988050919083267
11/17/2022 07:13:24 AM,66.24689131936874,1.1745677409759545
11/17/2022 07:15:00 AM,65.07607159902643,1.1050015670028024
11/17/2022 07:16:18 AM,58.417810752242445,3.2183881891252573
11/17/2022 07:17:39 AM,63.041023238399994,2.8895561087754276
11/17/2022 07:18:56 AM,50.794878521481074,3.4761456414244996
11/17/2022 07:20:29 AM,64.83054563719037,1.3016723307400138
11/17/2022 07:23:54 AM,58.503050748476255,1.5348992788018787
11/17/2022 07:26:19 AM,40.852124648092556,0.4612218743197097
11/17/2022 07:31:32 AM,60.382666836780714,2.0631510739028354
11/17/2022 07:33:09 AM,64.60999409428855,1.108372027537019
11/17/2022 07:34:40 AM,55.893249228098135,1.6025100926314675
11/17/2022 07:36:04 AM,59.398653006847994,2.020596748765437
11/17/2022 07:37:49 AM,53.84166174524046,0.8765686605258267
11/17/2022 07:39:14 AM,66.97231199268775,1.9102970423868357
11/17/2022 07:40:49 AM,56.382315158843994,1.2096206431742307
11/17/2022 07:42:50 AM,45.69416449494764,0.6326278253452822
11/17/2022 07:46:55 AM,70.14907018207651,0.7188000118779614
11/17/2022 07:48:13 AM,50.880825862464974,4.664261092000933
11/17/2022 07:49:35 AM,64.05943849043166,2.253103771911049
11/17/2022 07:51:08 AM,66.10126708492427,1.5799064366231672
11/17/2022 07:52:38 AM,59.34004555444854,1.4449116569449902
11/17/2022 07:54:10 AM,57.07795270746624,1.2783502133848583
11/17/2022 07:55:24 AM,58.674279189691305,4.597021082142726
11/17/2022 07:56:46 AM,64.09357318234485,2.156548845242306
